CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
8878573,2,1,4,-,42,3,9,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2019
8899111,1,1,4,F,56,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2019
8899343,1,1,4,F,22,2,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2019
8900562,2,1,4,M,25,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2019
8900605,2,1,4,-,51,4,9,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2019
8900609,1,1,4,-,48,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2019
8900609,2,1,2,F,26,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2019
8891309,1,1,4,M,27,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2019
8919619,1,1,4,M,17,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2019
8919623,1,1,4,M,54,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2019
9058036,1,1,4,M,37,2,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2020
8919825,1,1,4,-,43,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2019
8919825,2,1,2,M,22,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2019
8936956,1,1,2,F,31,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2019
8936956,1,2,2,F,27,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2019
8936956,2,1,4,M,44,2,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2019
9075060,2,1,4,M,47,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2020
8913672,1,1,4,M,54,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2018
8913672,2,1,2,M,14,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2018
8913672,2,2,2,F,10,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2018
8919607,1,1,4,-,16,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2019
9101850,2,1,4,F,56,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9106467,2,1,4,M,25,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2020
91108585,1,1,4,M,33,6,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2019
91108585,2,1,4,F,29,6,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2019
9111246,1,1,4,M,26,6,1,P,W,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9120742,2,1,4,M,30,6,-,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9120759,1,1,4,M,36,6,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9120761,1,1,4,F,42,6,-,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2020
8981917,1,1,2,-,31,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2019
8981917,2,1,4,M,28,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2019
8937102,2,1,4,M,59,4,1,P,N,1,"SAN FRANCISCO","SAN FRANCISCO",2019
8969978,1,1,2,-,74,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2019
8969978,2,1,4,M,23,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2019
9120933,1,1,4,M,25,6,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
8981462,1,1,4,F,30,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2019
91236862,1,1,4,M,51,5,1,-,W,0,"SAN FRANCISCO","SAN FRANCISCO",2020
91327338,1,1,4,M,42,5,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
91327338,2,1,4,M,33,6,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9137376,1,1,4,-,18,4,-,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2020
9137378,1,1,4,-,41,4,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9137529,1,1,2,F,28,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9137529,2,1,4,M,29,4,1,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9137538,1,1,4,M,28,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9138129,1,1,4,M,33,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9138707,2,1,4,M,29,4,-,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2020
8981565,2,1,4,M,16,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2019
9145139,2,1,4,F,30,4,1,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2020
9153038,1,1,4,F,35,3,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2020
9153038,2,1,3,F,42,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9153881,2,1,4,-,29,7,-,P,N,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9156601,1,1,4,M,63,3,-,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2020
9166812,1,1,2,F,36,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9166812,2,1,4,M,40,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2020
8981577,1,1,4,M,56,3,2,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2019
9169197,1,1,2,F,24,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9169197,1,2,2,M,24,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9169197,2,1,4,M,25,4,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2020
9178447,1,1,4,M,47,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9182382,1,1,4,F,40,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9184151,1,1,4,-,45,4,-,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2020
91872295,1,1,4,F,35,5,0,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9194230,1,1,4,M,35,4,7,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
8981595,2,1,4,M,32,6,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2019
8981838,2,1,4,F,45,7,9,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2019
8981893,2,1,4,-,60,4,9,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2019
9218635,2,1,4,-,43,3,-,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2020
8981897,1,1,3,F,83,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2019
9224067,2,1,4,M,46,3,-,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9228198,2,1,4,M,23,4,-,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9035760,2,1,4,F,27,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2019
9120893,2,1,5,F,23,4,1,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2020
8981936,1,1,4,F,22,6,9,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2019
9262487,1,1,4,-,54,4,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9262487,2,1,2,-,34,4,-,M,A,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9262487,2,2,2,-,50,4,-,M,A,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9262737,2,1,4,-,48,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9262839,2,1,4,F,18,3,-,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2021
8981938,1,1,3,F,65,6,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2019
8981938,2,1,4,M,39,6,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2019
8981954,2,1,4,-,18,7,9,P,A,3,"SAN FRANCISCO","SAN FRANCISCO",2019
9047507,2,1,4,M,26,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2020
9285677,2,1,4,M,25,3,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2021
9285692,2,1,4,M,52,3,1,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9288109,2,1,4,M,33,3,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2021
9293039,2,1,3,-,998,7,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9293290,1,1,4,M,33,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2021
9294125,2,1,4,M,60,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2021
9294290,1,1,4,M,43,7,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9295590,1,1,4,M,28,4,1,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9295683,2,1,4,M,39,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2021
8981966,1,1,4,M,25,7,9,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2019
9047556,1,1,4,M,9,4,9,P,B,3,"SAN FRANCISCO","SAN FRANCISCO",2020
9069832,2,1,4,-,27,3,9,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2020
9075016,2,1,4,M,34,4,1,P,B,2,"SAN FRANCISCO","SAN FRANCISCO",2020
9316641,2,1,4,M,26,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9341110,1,1,4,M,26,4,1,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9341110,2,1,3,F,36,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9342076,2,1,4,M,30,4,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9345625,2,1,4,M,56,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9345633,1,1,4,-,47,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9345638,1,1,4,F,29,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2021
9347335,2,1,4,M,39,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2021
9347438,1,1,4,M,44,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9347438,2,1,2,M,23,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9348886,1,1,4,M,34,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9348919,1,1,4,M,25,6,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9349614,1,1,4,F,35,3,1,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9350738,2,1,4,M,34,3,5,P,N,0,"SAN FRANCISCO","SAN FRANCISCO",2021
8981973,2,1,4,M,46,4,9,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2019
90769997,2,1,4,F,33,7,1,-,W,0,"SAN FRANCISCO","SAN FRANCISCO",2018
9121080,2,1,4,M,24,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9368366,2,1,4,M,35,4,-,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9035563,1,1,4,M,30,4,1,P,B,0,"SAN FRANCISCO","SAN FRANCISCO",2019
9035674,2,1,4,F,71,4,9,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2019
9375727,2,1,4,M,28,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2021
9391961,1,1,4,M,67,4,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9410078,2,1,4,M,29,3,1,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2022
9410111,1,1,4,M,60,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9427335,2,1,4,M,76,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9431567,1,1,4,F,45,2,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9431567,2,1,4,M,28,3,1,-,W,2,"SAN FRANCISCO","SAN FRANCISCO",2022
90992691,1,1,4,M,37,5,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2019
9120880,2,1,4,M,47,5,-,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9252818,1,1,4,-,48,4,-,-,P,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9275084,1,1,4,M,34,2,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2021
9275084,2,1,2,-,41,0,3,M,C,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9441188,1,1,4,M,44,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9275107,1,1,4,M,60,2,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9275107,2,1,2,F,53,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9275169,2,1,4,M,28,3,2,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9314620,2,1,4,-,28,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9468639,2,1,4,M,39,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9120917,1,1,4,F,8,4,1,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9468787,1,1,4,-,21,4,-,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9468807,1,1,4,-,34,2,-,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9138930,1,1,2,F,35,3,1,P,V,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9138930,2,1,4,M,33,2,1,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2020
9167133,2,1,4,M,30,4,1,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2020
9194308,2,1,4,M,69,3,-,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9194311,1,1,4,M,59,4,-,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9481512,2,1,4,M,47,3,1,P,-,2,"SAN FRANCISCO","SAN FRANCISCO",2022
9209114,1,1,2,F,21,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9209114,2,1,4,M,25,7,1,P,B,0,"SAN FRANCISCO","SAN FRANCISCO",2020
9503046,2,1,4,F,49,4,1,P,B,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9503112,2,1,4,F,26,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9223337,1,1,4,-,23,2,-,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2020
9503225,2,1,4,M,38,3,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2022
9247452,1,1,4,F,28,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9247460,2,1,4,M,45,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2021
9312980,2,1,4,M,57,4,1,P,-,2,"SAN FRANCISCO","SAN FRANCISCO",2021
9314634,1,1,4,M,52,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9314682,1,1,4,M,23,7,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9505975,2,1,4,M,49,4,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9506373,2,1,4,M,27,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9506490,1,1,4,M,33,2,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9362847,2,1,4,M,52,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9509995,1,1,4,F,35,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9522331,1,1,2,M,46,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9522331,2,1,4,M,41,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9530996,2,1,4,M,34,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9362854,2,1,4,F,37,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9363626,2,1,4,M,41,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9370086,2,1,4,-,62,3,-,P,N,0,"SAN FRANCISCO","SAN FRANCISCO",2021
9434245,2,1,4,M,45,3,-,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9543532,2,1,3,F,59,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9434257,2,1,3,F,76,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9434292,2,1,4,-,61,4,-,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9446882,1,1,4,M,27,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9553856,1,1,4,-,29,3,-,W,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9553994,1,1,4,M,65,3,1,P,B,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9446887,1,1,2,F,72,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9446887,1,2,4,M,17,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9463701,2,1,4,F,44,4,1,P,-,-,"SAN FRANCISCO","SAN FRANCISCO",2021
9561285,2,1,4,M,70,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9561312,2,1,4,M,33,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9566798,2,1,4,M,32,2,1,P,-,2,"SAN FRANCISCO","SAN FRANCISCO",2022
9468694,2,1,4,M,30,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9369311,1,1,4,-,31,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2021
9573329,2,1,4,M,67,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9503159,2,1,4,M,25,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2022
9578723,2,1,4,-,60,2,-,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9437546,2,1,4,M,42,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9554143,2,1,4,M,52,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9561224,2,1,4,M,27,3,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9602295,1,1,2,F,28,0,3,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9602295,2,1,4,F,10,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9603719,1,1,4,M,31,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9624429,2,1,4,M,36,3,2,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9626195,1,1,4,-,34,4,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9626357,2,1,4,M,26,3,1,P,W,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9633716,2,1,4,M,62,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9505808,1,1,4,M,43,2,2,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9634245,1,1,4,-,51,2,-,A,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9634245,2,1,2,F,17,0,-,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9505810,2,1,4,F,78,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9636293,2,1,4,M,33,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9506535,2,1,4,M,22,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9531447,2,1,4,M,28,3,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2022
9531542,2,1,4,-,24,4,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9531547,1,1,2,F,998,0,2,M,G,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9531547,2,1,4,F,32,3,1,N,V,3,"SAN FRANCISCO","SAN FRANCISCO",2022
6540560,2,1,4,M,28,4,1,P,-,2,"SAN FRANCISCO","SAN FRANCISCO",2014
6540584,1,1,4,-,41,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6540585,2,1,4,M,38,4,1,-,V,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6540585,3,1,4,M,26,4,1,-,X,3,"SAN FRANCISCO","SAN FRANCISCO",2014
9469457,1,1,4,M,33,3,-,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9469535,2,1,4,F,26,3,1,P,Y,0,"SAN FRANCISCO","SAN FRANCISCO",2023
6546049,1,1,4,M,26,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6546103,2,1,4,F,46,4,9,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6546118,2,1,4,M,49,4,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6546127,1,1,4,M,44,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6546203,2,1,4,F,49,4,9,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6546216,1,1,4,M,58,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6547486,1,1,2,F,29,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6547486,2,1,4,M,38,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6547493,1,1,4,M,31,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6547499,2,1,4,M,32,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6547512,1,1,4,M,31,4,1,V,-,2,"SAN FRANCISCO","SAN FRANCISCO",2014
6547525,1,1,4,M,25,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6547553,2,1,4,F,45,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6547573,2,1,4,M,27,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6547588,2,1,4,F,25,3,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2014
6547598,1,1,4,M,31,4,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6547598,2,1,3,M,63,3,0,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6556988,1,1,4,M,69,2,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6557043,1,1,2,F,54,0,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6557043,2,1,4,M,52,3,9,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6557044,1,1,4,F,31,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6557056,2,1,4,M,52,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6557081,1,1,4,-,29,3,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6557082,1,1,4,M,32,2,9,-,V,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6557085,2,1,4,-,27,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6557104,1,1,4,M,31,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6557108,1,1,4,M,31,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6563689,1,1,4,M,27,3,1,V,-,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6565853,1,1,4,M,32,4,1,N,W,3,"SAN FRANCISCO","SAN FRANCISCO",2014
6565863,2,1,4,M,33,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6565868,1,1,4,M,51,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6565927,1,1,4,F,28,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6565950,2,1,4,M,23,4,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6565977,1,1,4,M,26,4,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2014
6565977,2,1,2,M,38,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6565977,2,2,2,M,24,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2014
6565980,1,1,4,M,21,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2014
9472030,1,1,4,M,26,2,2,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9481492,1,1,4,M,23,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2022
9502404,1,1,4,M,49,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2022
9505779,1,1,4,M,39,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9505783,1,1,4,M,68,4,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9542784,1,1,4,M,15,2,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2022
9542784,2,1,2,M,61,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9542784,2,2,2,M,46,0,2,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2022
9545377,1,1,4,M,28,3,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2023
9545377,2,1,1,F,25,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9505796,2,1,3,F,55,2,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2022
9545543,2,1,4,F,23,4,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9545588,1,1,4,-,60,4,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9545588,2,1,1,M,34,4,-,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9591718,1,1,4,M,24,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2023
9591840,2,1,4,M,34,2,-,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9633844,1,1,3,F,59,2,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9633844,2,1,4,M,22,2,-,-,-,-,"SAN FRANCISCO","SAN FRANCISCO",2023
9573284,1,1,4,M,62,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9634259,1,1,4,M,45,3,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9573300,2,1,4,F,23,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2023
9646225,2,1,4,M,45,3,-,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9650251,2,1,4,M,59,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9650278,2,1,4,M,21,2,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9650283,1,1,4,-,48,3,-,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2023
6541223,2,1,4,M,34,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6541291,1,1,4,M,40,4,1,P,Y,3,"SAN FRANCISCO","SAN FRANCISCO",2014
9576119,1,1,4,F,23,2,-,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2023
9591074,1,1,4,M,15,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2023
6565994,1,1,4,M,31,4,1,W,-,1,"SAN FRANCISCO","SAN FRANCISCO",2014
6565995,1,1,4,M,26,3,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2014
