CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
8076472,2,1,2,M,44,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8079043,1,1,4,F,43,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8079062,1,1,4,M,64,3,1,-,B,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079069,1,1,4,F,60,2,1,-,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079069,2,1,2,F,45,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8079069,2,2,2,M,998,0,6,M,Q,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8079094,2,1,4,M,40,4,1,-,P,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079096,2,1,3,F,81,4,0,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8079102,1,1,4,M,18,4,1,P,A,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8079135,2,1,4,M,32,4,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8079160,1,1,4,M,53,4,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8079163,1,1,4,M,26,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8079188,2,1,4,M,20,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079201,1,1,2,F,30,0,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8079201,2,1,4,M,31,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8079310,1,1,2,F,28,0,6,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8079310,1,2,2,M,38,0,1,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8079310,2,1,4,M,50,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079337,1,1,4,M,20,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079343,2,1,3,-,61,4,9,N,P,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8079366,1,1,2,M,14,0,6,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8079366,2,1,4,F,28,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079375,2,1,4,M,26,4,1,W,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8079381,2,1,4,M,27,3,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8083256,2,1,4,F,30,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8083260,1,1,4,F,23,2,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8089450,2,1,4,M,2,4,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8089481,1,1,2,F,18,0,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8089481,2,1,4,M,33,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8090176,1,1,3,-,29,4,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8097910,2,1,4,M,35,3,0,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101232,2,1,3,M,51,4,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101282,1,1,4,M,33,4,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8101284,2,1,4,M,49,4,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101292,1,1,4,M,23,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101315,2,1,4,M,36,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101321,2,1,4,M,47,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8101322,1,1,4,M,61,2,9,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8101334,2,1,4,M,25,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8101336,1,1,4,F,998,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101360,1,1,4,F,55,4,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8101360,2,1,2,F,5,0,6,M,Q,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101379,2,1,4,M,36,3,9,F,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101420,2,1,4,M,51,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8101650,1,1,4,F,31,4,1,A,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101650,2,1,2,F,22,0,5,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101650,2,2,2,F,22,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8101650,2,3,2,F,21,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8102430,1,1,4,M,32,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8102438,1,1,4,-,71,4,9,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8103986,2,1,4,F,45,4,1,P,-,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8103992,1,1,4,F,34,4,9,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8120274,1,1,4,-,26,2,0,P,X,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120322,2,1,4,M,59,4,1,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120330,2,1,4,M,26,3,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8120332,1,1,4,F,30,2,0,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120340,1,1,4,M,18,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120340,2,1,2,F,40,0,2,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120340,2,2,2,F,9,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120340,2,3,2,M,5,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120385,1,1,4,M,60,3,1,N,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120385,1,2,2,M,54,0,3,M,G,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120389,1,1,4,F,21,4,9,-,A,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120393,2,1,4,M,55,2,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120414,1,1,4,M,26,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120437,2,1,4,F,41,4,0,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120546,2,1,4,M,54,3,1,M,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120602,2,1,4,M,29,3,0,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120606,1,1,2,M,22,0,2,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120606,2,1,4,M,51,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8120733,2,1,4,M,54,4,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120737,1,1,4,M,22,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8120819,2,1,4,M,22,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8122014,1,1,4,M,25,4,1,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8122029,2,1,4,M,27,4,0,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8122036,1,1,4,M,18,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8122046,2,1,4,M,52,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8122053,1,1,4,F,26,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8122079,2,1,4,F,40,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8122100,2,1,4,F,42,3,1,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8122107,1,1,4,F,27,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8122146,2,1,4,F,30,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8132504,2,1,4,F,35,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8132511,2,1,4,F,25,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8132536,2,1,4,M,34,3,9,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8132561,2,1,4,M,35,2,9,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137317,1,1,4,M,38,4,1,N,H,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137333,1,1,4,M,55,4,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137369,1,1,2,F,28,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137369,1,2,2,M,25,0,4,M,F,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137369,1,3,2,-,998,0,6,M,F,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137369,2,1,4,M,28,3,0,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137373,1,1,4,M,20,3,0,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137390,2,1,4,F,26,4,0,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137392,1,1,4,M,28,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137403,2,1,4,M,19,3,9,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137417,2,1,4,F,41,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137419,2,1,4,M,50,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137421,1,1,2,M,998,0,9,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137421,2,1,4,M,52,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137423,2,1,4,M,54,4,1,M,P,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137436,2,1,4,M,60,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137438,1,1,2,M,46,0,4,M,C,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137438,1,2,2,-,42,0,6,M,C,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137438,2,1,4,M,41,3,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137440,1,1,4,M,34,4,0,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137443,1,1,2,M,58,0,4,M,F,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137443,2,1,4,F,23,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137444,1,1,4,M,44,4,9,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137488,2,1,4,F,26,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137499,3,1,4,M,37,3,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137507,2,1,4,M,35,3,9,N,A,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8137512,1,1,4,M,30,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8137515,1,1,4,F,29,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137537,2,1,4,M,21,4,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8137614,1,1,2,F,37,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137614,2,1,4,F,26,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137626,1,1,4,M,28,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8137649,1,1,4,F,41,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137736,1,1,2,F,43,0,2,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8137736,2,1,4,M,26,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8138076,1,1,4,M,22,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8144821,1,1,4,M,41,2,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8144821,2,1,2,M,32,0,3,M,G,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8166002,1,1,4,M,28,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166002,2,1,2,M,20,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166002,2,2,2,F,48,0,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166002,2,3,2,-,16,0,4,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166009,2,1,4,-,57,3,9,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166030,1,1,2,F,54,0,6,L,P,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166030,3,1,4,M,49,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166049,2,1,4,F,35,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166050,1,1,3,F,51,4,0,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166050,2,1,4,M,30,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166051,3,1,4,M,23,3,0,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166056,2,1,4,M,33,3,9,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166064,2,1,4,M,56,2,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8166066,2,1,4,M,12,3,0,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166068,2,1,4,M,30,3,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166145,2,1,4,F,24,3,9,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166225,1,1,4,M,56,4,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166241,2,1,4,F,25,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166246,1,1,4,M,37,4,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166246,2,1,2,F,42,4,6,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166246,2,2,2,M,42,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166247,1,1,4,M,35,4,9,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166269,1,1,4,M,30,4,1,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166286,2,1,4,M,30,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166293,2,1,4,F,31,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166303,1,1,4,M,42,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8166312,1,1,4,F,25,4,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8166318,1,1,2,F,30,0,3,L,E,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166318,2,1,4,M,24,4,3,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166343,2,1,4,M,29,4,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8166344,2,1,3,F,44,3,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166369,1,1,4,M,33,4,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8166390,2,1,4,F,26,2,1,-,P,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8166398,1,1,4,F,34,4,9,-,P,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8166471,1,1,2,M,21,0,4,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166471,2,1,4,F,53,4,0,P,A,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166548,2,1,4,M,33,4,1,N,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8166929,2,1,4,F,41,1,1,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8170697,2,1,4,F,22,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8183442,1,1,4,F,28,2,1,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8183486,2,1,4,F,51,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8183502,2,1,4,M,32,4,1,-,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8183503,2,1,4,M,37,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8183510,1,1,4,F,64,4,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8183534,2,1,4,F,35,4,1,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8183550,2,1,4,F,34,3,1,N,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8183557,2,1,4,F,65,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8183569,1,1,4,M,50,3,1,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8183593,1,1,4,M,47,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8183607,2,1,4,F,32,3,1,P,W,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8183674,2,1,4,M,43,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8184133,1,1,4,M,37,3,9,N,A,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8184157,1,1,4,M,59,4,1,P,V,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8184161,1,1,4,M,38,3,1,P,W,2,"SAN FRANCISCO","SAN FRANCISCO",2016
8184188,2,1,4,M,42,3,9,-,V,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8184192,2,1,4,M,53,4,9,-,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8184256,2,1,4,M,10,4,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8184263,2,1,4,M,30,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8184284,2,1,4,M,29,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8184298,1,1,4,M,63,2,0,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8200892,1,1,4,M,25,4,1,P,A,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8200896,2,1,4,F,31,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8200960,2,1,4,F,37,3,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8200976,2,1,4,M,37,4,9,P,V,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8200999,1,1,4,F,46,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8201092,1,1,4,M,37,4,0,P,-,2,"SAN FRANCISCO","SAN FRANCISCO",2017
8201115,2,1,4,M,32,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8201166,2,1,4,M,49,3,9,-,Y,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8205558,1,1,2,M,25,0,3,M,G,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8205558,2,1,4,M,24,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8205590,2,1,4,M,57,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8205634,2,1,4,M,35,4,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8205654,1,1,4,M,54,4,1,M,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8205735,1,1,2,F,26,0,3,M,G,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8205735,1,2,2,M,29,0,4,M,G,3,"SAN FRANCISCO","SAN FRANCISCO",2016
8205735,2,1,4,M,33,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8205755,2,1,4,M,35,3,1,-,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8205755,3,1,4,M,19,4,1,-,V,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8280206,1,1,4,F,37,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8280230,2,1,4,F,39,4,1,-,P,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8280283,2,1,4,F,44,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8280319,1,1,4,M,56,3,1,W,-,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8280319,2,1,2,M,26,0,3,M,H,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8280319,2,2,2,-,28,0,4,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8280319,2,3,2,F,24,0,5,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8280319,2,4,2,M,26,0,6,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2016
8281104,2,1,4,M,60,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2016
8292727,2,1,4,M,39,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8292741,2,1,4,M,31,4,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8292743,2,1,4,M,62,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8292753,1,1,4,M,21,3,9,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8292802,1,1,4,M,32,4,0,B,W,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8305172,1,1,4,M,30,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8305245,1,1,4,M,19,3,9,-,V,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8305289,1,1,4,M,52,3,9,W,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8305367,2,1,4,M,64,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8305379,2,1,4,F,27,2,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8305388,2,1,4,F,27,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8305408,2,1,4,M,28,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8305413,2,1,4,M,19,3,1,N,W,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8305418,1,1,4,F,54,4,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8305472,1,1,4,M,34,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8305523,2,1,4,-,37,4,2,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8305543,1,1,2,-,998,0,4,M,B,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8305543,2,1,4,M,27,3,1,-,-,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8305591,2,1,4,F,28,4,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8333252,2,1,4,-,22,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8333264,2,1,4,M,32,4,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8335620,2,1,4,M,38,4,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8335773,2,1,4,F,28,3,1,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8335781,2,1,4,F,59,3,1,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8335793,1,1,4,M,24,3,1,P,N,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8335793,2,1,2,M,24,0,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8335859,1,1,4,M,28,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8336935,1,1,4,F,57,2,0,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8336951,1,1,5,M,4,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8336951,2,1,4,M,29,2,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8336991,2,1,4,M,27,4,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8337015,2,1,4,M,35,3,1,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8342536,1,1,2,-,998,0,2,M,H,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8342536,2,1,4,F,40,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8342966,2,1,4,M,37,3,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8342972,2,1,4,M,30,3,1,-,P,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8343000,1,1,2,M,998,0,3,L,G,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8343000,2,1,4,F,28,4,1,-,P,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8343003,1,1,4,M,31,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8343011,1,1,4,M,31,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8343011,2,1,2,F,27,0,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343015,2,1,4,F,63,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343019,1,1,2,M,1,0,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343019,2,1,4,M,28,3,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8343041,2,1,4,M,32,3,1,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8343059,2,1,4,F,33,4,9,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8343067,1,1,4,M,24,3,9,W,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343073,2,1,4,F,28,4,1,-,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8343078,2,1,4,M,20,4,0,P,Y,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8343084,1,1,3,F,32,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343089,1,1,4,F,34,4,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8343099,1,1,4,F,27,3,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8343108,1,1,4,M,34,4,1,P,V,2,"SAN FRANCISCO","SAN FRANCISCO",2017
8343134,1,1,3,M,54,2,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343134,2,1,4,M,35,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343146,1,1,3,F,67,4,0,P,-,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8343165,1,1,4,M,38,3,1,P,V,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8343175,2,1,3,M,69,3,9,P,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8343181,2,1,4,F,33,4,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8344488,2,1,4,M,42,3,9,-,-,3,"SAN FRANCISCO","SAN FRANCISCO",2017
8344544,2,1,4,F,39,2,1,P,W,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8344560,2,1,4,M,49,4,9,P,W,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8352643,1,1,4,M,57,4,1,P,-,1,"SAN FRANCISCO","SAN FRANCISCO",2017
8352643,2,1,2,M,30,0,3,M,F,0,"SAN FRANCISCO","SAN FRANCISCO",2017
8360086,2,1,4,M,73,4,1,P,-,2,"SAN FRANCISCO","SAN FRANCISCO",2017
